"OPENMONTH","LOAN_TERM","LOAN_SIZE","AGEINMONTHS","TOTAL_ACCOUNTS","TOTAL_IN_ARREARS"
"202402","5","5001 - 6000",1,1,0
"202404","1","4001 - 5000",1,1018,101
"202405","1","6001 - 7000",3,206,27
"202406","6","7001 - 8000",6,2900,1023
"202410","1","1001 - 2000",2,7414,758
"202409","5","4001 - 5000",6,5,2
"202404","8","8001 - 9000",8,15,6
"202506","3","5001 - 6000",1,615,99
"202401","2","7001 - 8000",3,79,11
"202406","4","6001 - 7000",7,708,279
"202506","1","7001 - 8000",1,687,109
"202412","1","3001 - 4000",5,2982,490
"202410","2","1001 - 2000",8,168,28
"202505","2","6001 - 7000",2,7,3
"202503","7","9001 - 10000",3,118,16
"202501","4",   0 - 1000,7,2,0
General,"3","5001 - 6000",1,10961,1822
"202402","6","3001 - 4000",7,264,65
"202503","2","1001 - 2000",5,161,29
"202402","3","4001 - 5000",3,697,185
"202403","5","5001 - 6000",3,3,2
"202502","4","3001 - 4000",5,739,216
"202408","4","4001 - 5000",8,1428,511
"202407","6","4001 - 5000",1,573,51
"202401","1","5001 - 6000",2,333,40
"202404","8","10000 +",2,1124,145
"202406","2","5001 - 6000",3,38,4
"202409","3","1001 - 2000",2,372,48
General,"8","5001 - 6000",3,1,0
"202501","4","3001 - 4000",6,822,258
"202404","5","2001 - 3000",1,4,2
"202412","3","3001 - 4000",3,1064,355
"202408","5","6001 - 7000",2,4,1
"202410","2","3001 - 4000",2,95,18
"202401","6","6001 - 7000",6,308,109
"202501","3","3001 - 4000",7,754,185
"202401","6","4001 - 5000",7,529,151
"202408","5","6001 - 7000",7,4,1
"202409","3","6001 - 7000",7,260,84
"202505","4","3001 - 4000",3,1002,230
"202411","3","1001 - 2000",5,432,126
"202410","5","6001 - 7000",7,2,1
"202404","3","1001 - 2000",5,499,92
"202408","8","9001 - 10000",6,490,174
"202403","2","7001 - 8000",4,153,28
General,"4","5001 - 6000",4,17285,6801
"202412","4","6001 - 7000",4,715,330
"202504","3","6001 - 7000",2,276,80
"202402","3","6001 - 7000",2,233,66
"202411","5","7001 - 8000",2,11,3
"202402","1","5001 - 6000",3,331,33
"202501","1","6001 - 7000",2,262,33
"202408","1","2001 - 3000",2,5517,639
General,"4","3001 - 4000",3,19151,5745
"202412","2","7001 - 8000",6,85,16
General,"6",   0 - 1000,3,3,1
"202403","8","8001 - 9000",6,16,9
"202402","3","6001 - 7000",1,233,42
"202403","2","4001 - 5000",6,70,9
"202408","2","4001 - 5000",2,83,18
"202409","4","5001 - 6000",8,1075,428
"202505","7","3001 - 4000",2,1,0
"202402","5","4001 - 5000",3,5,2
"202411","4",   0 - 1000,4,6,3
"202411","2","7001 - 8000",6,81,21
"202411","2",   0 - 1000,7,8,3
"202405","6","1001 - 2000",4,43,10
"202410","1","3001 - 4000",7,2931,318
"202506","2","5001 - 6000",2,17,3
"202406","1","1001 - 2000",4,7515,780
"202404","1","2001 - 3000",1,4460,468
"202504","3","3001 - 4000",3,1011,302
"202410","7","9001 - 10000",7,141,69
"202402","5","3001 - 4000",8,7,3
"202501","3","4001 - 5000",4,823,253
"202411","4","1001 - 2000",3,184,72
"202408","6","3001 - 4000",2,279,44
"202403","6","3001 - 4000",2,326,48
"202404","6","7001 - 8000",5,2909,1032
"202406","2","5001 - 6000",6,38,4
"202403","2","3001 - 4000",1,121,17
"202503","6","4001 - 5000",1,443,35
"202404","2","3001 - 4000",3,106,14
"202404","4","3001 - 4000",7,1293,391
"202502","3","7001 - 8000",1,1033,128
"202408","6","1001 - 2000",6,38,9
"202406","5","4001 - 5000",6,8,3
"202504","4","6001 - 7000",3,497,177
"202407","5","4001 - 5000",5,11,1
"202407","3","3001 - 4000",4,835,255
"202407","2","3001 - 4000",6,124,28
"202506","3",   0 - 1000,1,16,0
"202405","6","6001 - 7000",7,347,128
General,"5","3001 - 4000",1,111,4
"202412","7","8001 - 9000",1,1,0
"202411","4","2001 - 3000",4,554,220
"202410","6","9001 - 10000",6,1,1
"202411","3","2001 - 3000",1,1122,133
"202402","3","1001 - 2000",5,432,82
"202404","2","3001 - 4000",6,106,14
"202501","7","9001 - 10000",2,124,14
"202404","3",   0 - 1000,6,13,3
"202406","3","3001 - 4000",8,793,213
"202412","6","1001 - 2000",2,36,3
"202502","1","7001 - 8000",5,868,76
"202502","4","2001 - 3000",5,434,132
"202401","1","5001 - 6000",5,333,40
"202405","5","6001 - 7000",1,1,0
"202401","2","4001 - 5000",8,75,13
"202407","2","4001 - 5000",1,58,9
"202408","4","6001 - 7000",4,856,350
"202409","2","2001 - 3000",6,126,27
"202401","3","7001 - 8000",2,658,187
"202402","1","1001 - 2000",7,6725,814
"202404","2","3001 - 4000",5,106,14
"202408","5","7001 - 8000",3,10,2
"202505","8","8001 - 9000",2,50,5
"202410","7","10000 +",4,308,97
"202408","4","4001 - 5000",7,1428,511
"202405","1","6001 - 7000",2,206,27
"202506","4","3001 - 4000",1,846,74
"202402","2","3001 - 4000",6,110,20
"202411","2","7001 - 8000",2,81,21
"202502","8","8001 - 9000",1,23,2
"202503","6","4001 - 5000",5,443,136
"202505","6","4001 - 5000",1,481,39
General,"8","8001 - 9000",1,525,33
"202404","5","3001 - 4000",7,7,1
"202409","5","2001 - 3000",1,1,0
"202405","4","1001 - 2000",2,344,69
"202404","6","6001 - 7000",2,417,80
"202502","5","7001 - 8000",3,6,2
"202411","8","8001 - 9000",3,45,11
"202406","7","10000 +",7,168,46
"202410","8","8001 - 9000",3,12,2
General,"5","2001 - 3000",8,38,17
"202504","4","3001 - 4000",3,998,271
General,"4","3001 - 4000",1,20946,2315
"202502","3","2001 - 3000",2,1041,215
"202403","3","2001 - 3000",2,1120,207
"202402","6","3001 - 4000",5,264,62
"202401","5","4001 - 5000",6,4,1
"202409","1","4001 - 5000",2,1066,107
"202502","1","7001 - 8000",3,868,76
General,"4","7001 - 8000",6,48857,19025
"202401","2","2001 - 3000",5,164,31
"202502","3","6001 - 7000",2,296,97
"202406","1","1001 - 2000",7,7515,780
"202408","1",   0 - 1000,8,3303,300
"202505","1","1001 - 2000",1,7752,740
"202411","2","4001 - 5000",1,41,8
"202412","3","3001 - 4000",7,1064,356
"202411","3","4001 - 5000",1,1060,169
"202504","3","4001 - 5000",4,1011,289
"202402","6","6001 - 7000",3,364,116
"202403","6","1001 - 2000",8,57,11
"202505","6","5001 - 6000",1,521,48
"202402","6","5001 - 6000",8,512,176
"202412","6","4001 - 5000",1,566,63
"202401","2","6001 - 7000",8,15,4
"202404","3",   0 - 1000,1,13,1
"202403","6","1001 - 2000",6,57,11
"202406","7","10000 +",5,168,42
"202503","1","4001 - 5000",1,1333,124
"202405","7","9001 - 10000",1,183,6
"202503","7","9001 - 10000",1,118,5
"202406","6","6001 - 7000",7,363,125
"202412","6","3001 - 4000",2,279,52
"202401","3","3001 - 4000",5,691,204
"202501","1","4001 - 5000",5,1338,151
"202504","5",   0 - 1000,3,1,0
"202410","8","9001 - 10000",4,320,84
"202501","3","4001 - 5000",2,823,213
"202402","2","1001 - 2000",1,191,22
"202404","6","3001 - 4000",6,285,80
"202404","1","3001 - 4000",7,1986,203
"202505","4","7001 - 8000",1,2928,315
General,"7","7001 - 8000",6,3,2
"202403","6","7001 - 8000",2,3201,620
"202402","6","6001 - 7000",2,364,90
"202403","6","1001 - 2000",4,57,9
"202504","3","2001 - 3000",1,1206,122
"202402","6","1001 - 2000",5,56,9
"202411","2","1001 - 2000",8,184,46
"202401","1","2001 - 3000",2,4136,550
"202403","3","6001 - 7000",2,278,95
"202412","1","2001 - 3000",2,5798,985
"202403","5","3001 - 4000",8,3,1
"202405","2","5001 - 6000",4,41,3
"202506","4","7001 - 8000",2,2841,470
"202403","6","3001 - 4000",1,326,21
"202408","5","1001 - 2000",5,1,0
"202401","2","3001 - 4000",3,105,19
"202507","2","4001 - 5000",1,90,3
"202504","4","7001 - 8000",1,3085,357
"202406","6","4001 - 5000",1,569,46
"202406","8","10000 +",4,1207,263
"202406","5","3001 - 4000",4,5,2
"202402","1",   0 - 1000,2,2776,283
"202408","4","2001 - 3000",1,946,86
"202411","3","6001 - 7000",3,362,156
"202507","1","1001 - 2000",1,6828,1633
"202408","1","3001 - 4000",8,2538,302
"202412","6","1001 - 2000",1,36,1
"202410","3","1001 - 2000",4,384,99
"202402","3","6001 - 7000",5,233,73
General,"4","7001 - 8000",8,44001,17369
"202503","6","2001 - 3000",4,83,19
"202405","3",   0 - 1000,6,13,2
"202411","1","4001 - 5000",8,1436,199
General,"2","4001 - 5000",3,960,182
"202505","3","7001 - 8000",1,967,148
"202501","6","5001 - 6000",3,405,117
"202410","3","4001 - 5000",7,842,273
"202403","4","6001 - 7000",6,774,309
"202404","7","9001 - 10000",3,167,30
General,"4","1001 - 2000",2,4694,798
"202408","7","8001 - 9000",7,2,2
"202409","5","7001 - 8000",2,21,3
"202402","3","2001 - 3000",8,860,212
"202503","3","4001 - 5000",4,1169,279
"202408","3","3001 - 4000",4,877,235
"202412","5","6001 - 7000",8,4,0
"202504","5","6001 - 7000",4,1,0
"202408","7","10000 +",5,216,64
"202410","4","6001 - 7000",3,723,312
"202403","7","9001 - 10000",1,176,10
"202407","2","5001 - 6000",6,37,10
"202412","3",   0 - 1000,6,11,4
General,"5","3001 - 4000",8,50,14
"202408","1","4001 - 5000",6,1216,130
"202502","1","7001 - 8000",2,868,76
"202405","3","7001 - 8000",1,730,102
"202505","6","1001 - 2000",1,26,1
"202403","4",   0 - 1000,2,4,0
"202412","1",   0 - 1000,3,2910,420
"202411","3","1001 - 2000",7,432,126
"202501","1",   0 - 1000,4,2844,275
"202501","6","5001 - 6000",6,405,161
"202403","2","5001 - 6000",1,50,8
"202504","6","1001 - 2000",3,43,3
"202503","6","1001 - 2000",2,37,6
"202503","2","2001 - 3000",5,88,16
"202408","4","3001 - 4000",4,1384,453
"202410","6","9001 - 10000",3,1,1
"202410","2","7001 - 8000",8,96,23
"202410","5","4001 - 5000",8,4,2
"202409","6","5001 - 6000",8,479,200
"202406","2","6001 - 7000",7,19,4
"202501","6","4001 - 5000",1,368,22
"202501","1",   0 - 1000,7,2844,275
"202406","5","1001 - 2000",6,1,0
"202410","5","2001 - 3000",8,3,2
"202408","1",   0 - 1000,3,3303,300
"202408","7","9001 - 10000",8,164,51
"202401","3","7001 - 8000",1,658,90
"202501","7","10000 +",4,325,74
"202402","6","5001 - 6000",1,512,46
"202407","4","7001 - 8000",2,3736,1201
"202409","6","10000 +",2,1,0
"202410","4","5001 - 6000",5,1142,521
"202503","1",   0 - 1000,1,3470,315
"202401","1","1001 - 2000",2,6589,866
"202406","8","8001 - 9000",6,14,4
"202409","4","1001 - 2000",8,236,74
"202502","3","7001 - 8000",5,1033,310
"202408","5","5001 - 6000",3,5,0
"202408","6","3001 - 4000",5,279,84
"202412","1","7001 - 8000",1,909,137
"202402","8","9001 - 10000",3,438,93
"202502","6","5001 - 6000",3,362,93
"202501","1","3001 - 4000",7,2448,299
General,"2","1001 - 2000",2,3324,599
"202404","7","9001 - 10000",5,167,42
"202406","6","4001 - 5000",3,569,131
General,"8","9001 - 10000",7,5464,1965
"202503","1","4001 - 5000",5,1333,124
"202506","5","5001 - 6000",2,3,0
General,"6","6001 - 7000",1,6461,755
"202506","4","4001 - 5000",1,913,94
"202412","8","10000 +",5,2645,879
"202410","5","5001 - 6000",8,1,0
"202405","1","1001 - 2000",7,8046,982
General,"1","2001 - 3000",6,70575,8794
"202401","4","1001 - 2000",2,336,61
"202502","3","3001 - 4000",5,768,214
"202402","2","1001 - 2000",2,191,31
"202407","1","7001 - 8000",2,665,86
General,"6","10000 +",3,3,0
"202502","2","1001 - 2000",1,157,24
"202502","4","6001 - 7000",5,389,150
"202412","1","3001 - 4000",7,2982,490
"202502","7","10000 +",6,339,97
"202504","2","1001 - 2000",3,161,32
"202409","2","3001 - 4000",1,95,7
"202505","6","3001 - 4000",2,232,32
"202407","6","7001 - 8000",3,2846,971
"202407","2","5001 - 6000",2,37,10
"202407","8","10000 +",6,1323,610
"202505","4","4001 - 5000",3,1004,284
"202503","2","4001 - 5000",4,49,12
"202501","8","10000 +",3,1774,332
"202401","2","6001 - 7000",1,15,3
"202407","2","6001 - 7000",2,14,2
"202409","2","1001 - 2000",8,167,25
"202410","5","7001 - 8000",2,14,5
"202406","6","4001 - 5000",8,569,176
"202503","5","3001 - 4000",3,1,0
"202412","1","3001 - 4000",2,2982,490
"202406","1","2001 - 3000",1,5013,495
"202411","4","5001 - 6000",2,1047,375
"202402","8","8001 - 9000",4,14,5
"202505","8","9001 - 10000",2,295,35
"202403","8","10000 +",3,1107,213
"202401","2","2001 - 3000",7,164,31
"202503","2","3001 - 4000",3,66,17
"202504","3","2001 - 3000",4,1206,336
"202411","3",   0 - 1000,6,7,3
"202408","1","6001 - 7000",5,191,29
"202409","4","2001 - 3000",8,742,240
"202404","6","4001 - 5000",1,553,35
"202405","4","6001 - 7000",1,651,78
"202501","7","9001 - 10000",6,124,27
"202403","6","3001 - 4000",4,326,80
"202408","1","5001 - 6000",7,552,55
"202407","2","1001 - 2000",3,208,44
"202409","7","10000 +",7,231,55
"202411","7","8001 - 9000",5,3,2
"202411","1","4001 - 5000",7,1436,199
"202410","2","3001 - 4000",1,95,11
"202404","5","7001 - 8000",1,13,2
"202507","5","1001 - 2000",1,6,0
"202407","4","2001 - 3000",1,916,101
"202405","6","5001 - 6000",4,589,182
"202406","8","10000 +",5,1207,320
"202410","1",   0 - 1000,4,2668,247
"202502","7","7001 - 8000",1,1,0
"202501","4","2001 - 3000",2,504,86
"202409","4","2001 - 3000",2,742,134
"202408","4",   0 - 1000,6,12,4
"202407","8","10000 +",1,1323,223
"202405","6",   0 - 1000,5,1,1
"202411","4",   0 - 1000,1,6,0
"202404","6","7001 - 8000",6,2909,1062
"202401","5","2001 - 3000",2,1,0
General,"6","4001 - 5000",7,6658,2247
General,"6",   0 - 1000,4,3,2
"202411","2","5001 - 6000",5,25,6
"202405","1",   0 - 1000,2,3195,353
"202412","5","1001 - 2000",3,1,0
"202401","5","1001 - 2000",2,2,0
"202502","1","1001 - 2000",5,7128,748
"202409","4","2001 - 3000",1,742,55
"202410","8","8001 - 9000",7,12,4
"202404","4","7001 - 8000",7,3681,1319
"202406","5","7001 - 8000",3,12,2
"202406","2","1001 - 2000",4,203,35
"202409","2","6001 - 7000",4,14,2
"202408","4","1001 - 2000",4,338,99
General,"8","4001 - 5000",1,1,0
"202502","5","2001 - 3000",5,1,0
"202411","5","5001 - 6000",8,4,1
"202402","6","1001 - 2000",1,56,2
"202403","6","4001 - 5000",5,537,173
"202411","1","2001 - 3000",8,6000,858
General,"5","4001 - 5000",8,75,27
"202412","8","8001 - 9000",7,43,25
"202501","5","5001 - 6000",7,3,1
"202501","6","1001 - 2000",1,31,1
"202406","6","5001 - 6000",1,618,37
"202409","1","7001 - 8000",2,636,63
"202503","3","4001 - 5000",1,1169,137
"202503","7","8001 - 9000",3,2,0
"202402","8","9001 - 10000",6,438,145
"202402","6","1001 - 2000",4,56,6
"202503","3","2001 - 3000",4,1283,291
"202503","2","5001 - 6000",2,28,6
"202411","5","3001 - 4000",8,1,1
"202404","2","4001 - 5000",2,67,14
"202410","3","6001 - 7000",8,368,138
"202501","1","2001 - 3000",5,4989,651
"202403","2",   0 - 1000,3,20,5
"202410","4",   0 - 1000,5,1,0
"202404","3","1001 - 2000",3,499,89
"202502","6","2001 - 3000",1,85,5
"202401","8","8001 - 9000",4,11,4
"202504","7","9001 - 10000",2,114,12
"202503","6","6001 - 7000",1,327,36
"202403","4","6001 - 7000",1,774,110
"202409","3","2001 - 3000",7,896,217
"202403","1","2001 - 3000",4,4709,559
"202410","2","4001 - 5000",8,76,20
"202402","6","6001 - 7000",5,364,144
"202402","4","2001 - 3000",6,775,220
"202412","5","5001 - 6000",8,1,1
"202405","5","7001 - 8000",2,9,1
"202405","4","6001 - 7000",5,651,250
"202403","2","6001 - 7000",2,13,3
"202402","6","6001 - 7000",1,364,48
"202402","1","3001 - 4000",7,1924,222
General,"5",   0 - 1000,3,1,0
"202407","3",   0 - 1000,7,14,4
"202410","1",   0 - 1000,7,2668,247
General,"1","1001 - 2000",4,118656,13853
"202411","3","2001 - 3000",4,1122,376
"202407","4","1001 - 2000",1,332,25
General,"6","1001 - 2000",3,695,98
"202409","8","9001 - 10000",4,287,73
"202405","8","9001 - 10000",8,391,130
"202411","7","8001 - 9000",3,3,2
"202404","3",   0 - 1000,5,13,3
"202410","3","5001 - 6000",2,687,194
"202409","2","3001 - 4000",7,95,13
"202408","2","6001 - 7000",8,15,3
"202412","2","6001 - 7000",3,12,4
"202402","4","3001 - 4000",7,1127,351
"202408","5","6001 - 7000",1,4,1
"202410","5","5001 - 6000",1,1,0
"202409","6","6001 - 7000",5,329,125
General,"2","7001 - 8000",6,1476,275
"202407","3","5001 - 6000",5,518,200
"202401","3","3001 - 4000",6,691,204
"202401","3","4001 - 5000",7,645,217
"202411","2","3001 - 4000",2,81,21
"202408","1","1001 - 2000",8,8135,886
"202411","2","6001 - 7000",7,10,3
"202409","3","4001 - 5000",2,768,205
"202405","6","2001 - 3000",1,127,6
"202403","6","1001 - 2000",1,57,3
"202408","3",   0 - 1000,3,10,1
General,"6","3001 - 4000",2,4444,635
General,"7","9001 - 10000",1,2874,154
"202406","8","10000 +",3,1207,209
"202502","1","3001 - 4000",1,2382,259
General,"1",   0 - 1000,7,38122,3968
"202404","2","4001 - 5000",3,67,14
"202404","6","6001 - 7000",6,417,169
"202412","4","6001 - 7000",8,715,332
"202403","4","1001 - 2000",5,343,104
"202410","5","1001 - 2000",3,2,1
"202405","1","2001 - 3000",5,5205,636
"202505","2","3001 - 4000",1,54,3
"202407","1","2001 - 3000",6,5477,704
"202406","2","7001 - 8000",4,146,23
"202404","5","1001 - 2000",2,2,0
General,"6","2001 - 3000",3,1891,363
"202410","6","7001 - 8000",6,2749,1186
"202504","1","2001 - 3000",3,4499,463
"202502","5","4001 - 5000",1,6,0
"202501","2","3001 - 4000",6,71,7
"202408","1","3001 - 4000",4,2538,302
"202503","2","5001 - 6000",1,28,5
"202503","2","4001 - 5000",3,49,12
"202410","1","6001 - 7000",7,286,36
"202405","2","6001 - 7000",4,18,5
"202402","3",   0 - 1000,3,19,3
"202404","3","5001 - 6000",8,503,160
"202503","1","5001 - 6000",5,546,59
"202407","6","4001 - 5000",8,573,224
General,"2","1001 - 2000",7,2539,447
"202502","6","2001 - 3000",3,85,14
General,"1","2001 - 3000",8,60758,7577
"202501","6","5001 - 6000",2,405,85
"202409","5","2001 - 3000",8,1,0
General,"8","9001 - 10000",2,6864,1033
"202407","6","6001 - 7000",8,409,189
"202401","1","7001 - 8000",4,452,40
"202409","2","3001 - 4000",8,95,13
"202406","5","6001 - 7000",5,3,2
"202411","5","1001 - 2000",3,1,0
"202412","5","4001 - 5000",5,7,4
"202404","5","1001 - 2000",3,2,0
"202411","6","4001 - 5000",3,522,155
"202403","4","4001 - 5000",1,1375,158
"202402","4","2001 - 3000",1,775,75
"202408","2","3001 - 4000",8,99,22
"202410","1","5001 - 6000",6,726,73
"202404","2","4001 - 5000",6,67,14
"202406","7","10000 +",3,168,27
"202411","7","7001 - 8000",5,1,1
"202410","2","5001 - 6000",7,37,4
"202403","4","4001 - 5000",8,1375,460
"202502","4","5001 - 6000",1,681,78
"202411","7","8001 - 9000",4,3,2
"202403","1","7001 - 8000",6,563,48
"202408","1","6001 - 7000",3,191,29
"202404","2","1001 - 2000",5,239,28
"202408","4","1001 - 2000",3,338,83
"202406","8","9001 - 10000",7,465,130
"202408","5","4001 - 5000",7,6,2
"202406","5","5001 - 6000",4,6,2
"202409","8","10000 +",6,1343,431
"202410","1","1001 - 2000",3,7414,758
"202407","8","9001 - 10000",3,446,145
"202405","5","6001 - 7000",8,1,0
"202410","2","5001 - 6000",8,37,4
"202501","1","1001 - 2000",3,6989,756
General,"4","4001 - 5000",6,16895,6353
"202404","3","6001 - 7000",5,237,89
"202406","2",   0 - 1000,8,18,3
"202406","7","9001 - 10000",4,215,46
"202406","3","7001 - 8000",3,746,221
"202404","1","6001 - 7000",2,174,14
"202408","3","5001 - 6000",6,565,215
"202409","1","3001 - 4000",4,2394,265
"202411","3","3001 - 4000",2,1004,290
"202404","4","5001 - 6000",5,1184,438
General,"6","10000 +",4,3,0
"202406","5","1001 - 2000",4,1,0
"202503","1","6001 - 7000",3,252,18
"202410","1","7001 - 8000",5,740,62
"202505","1","2001 - 3000",3,5214,525
"202404","2","7001 - 8000",7,151,20
"202406","3","5001 - 6000",6,517,174
"202504","7","8001 - 9000",4,3,0
"202409","6","4001 - 5000",2,443,65
"202409","1","7001 - 8000",3,636,63
"202405","4","3001 - 4000",8,1271,464
"202406","1","5001 - 6000",7,430,48
"202502","7","10000 +",5,339,96
"202402","1",   0 - 1000,6,2776,283
"202501","8","7001 - 8000",6,1,0
"202408","6","6001 - 7000",1,383,43
"202411","2","3001 - 4000",3,81,21
"202408","6","1001 - 2000",2,38,4
"202401","1","2001 - 3000",8,4136,550
"202404","1","5001 - 6000",4,364,34
"202402","2","7001 - 8000",5,125,37
General,"1","6001 - 7000",3,3569,426
"202401","4",   0 - 1000,2,10,3
"202408","4","5001 - 6000",6,1252,451
General,"2",   0 - 1000,4,196,41
"202412","3","7001 - 8000",5,1298,461
"202404","3",   0 - 1000,8,13,3
"202402","1","2001 - 3000",5,4309,524
"202501","3",   0 - 1000,3,14,3
General,"2","5001 - 6000",1,612,75
"202507","4","5001 - 6000",1,878,45
"202409","5","2001 - 3000",2,1,0
"202504","7","8001 - 9000",2,3,0
"202407","5","5001 - 6000",2,4,2
"202505","8","10000 +",3,2539,360
"202406","3",   0 - 1000,7,11,5
"202405","4","1001 - 2000",4,344,104
"202504","1","2001 - 3000",1,4499,430
"202404","5","1001 - 2000",1,2,0
"202409","5","5001 - 6000",4,3,1
"202409","2",   0 - 1000,8,15,4
"202405","3",   0 - 1000,2,13,2
General,"2","2001 - 3000",4,2094,398
General,"1",   0 - 1000,1,57437,6113
"202505","3","1001 - 2000",3,509,154
"202404","5","2001 - 3000",7,4,2
"202408","1","7001 - 8000",2,670,54
"202501","1","3001 - 4000",2,2448,299
"202410","2","1001 - 2000",1,168,14
"202404","3",   0 - 1000,2,13,3
"202504","1","6001 - 7000",2,180,13
"202403","6","3001 - 4000",3,326,64
"202410","3","7001 - 8000",8,937,309
"202406","6","6001 - 7000",8,363,125
"202405","5","1001 - 2000",7,3,1
"202411","8","8001 - 9000",6,45,16
"202402","6","1001 - 2000",8,56,12
"202410","5","5001 - 6000",5,1,0
"202409","5","6001 - 7000",6,3,0
"202411","8","10000 +",5,2139,685
"202407","1","5001 - 6000",4,532,64
"202407","5","7001 - 8000",8,10,6
"202501","1","5001 - 6000",6,668,93
"202411","3","6001 - 7000",1,362,78
"202411","3","4001 - 5000",5,1060,353
"202404","5","2001 - 3000",3,4,2
